timestamp,source_ip,country,destination_ip,protocol,port,packet_size,duration_sec,vpn_connection,firewall_action,cloudflare_flag,endpoint_detected,user_id,device_id,service_target,threat_type
2021-01-21 00:00:00,168.243.236.28,El Salvador,10.0.192.201,HTTPS,22,323,0.97,0,deny,0,0,367,480,Web institucional,Ransomware
2023-10-12 00:00:00,189.203.1.74,México,10.0.98.145,TCP,3306,801,0.55,0,allow,0,0,514,210,Sistema de óptica,Data Exfiltration
2023-06-03 00:00:00,168.243.2.147,El Salvador,10.0.43.79,UDP,110,473,0.08,0,deny,0,0,227,632,Web institucional,Phishing
2021-01-24 00:00:00,168.243.19.182,El Salvador,10.0.225.149,HTTP,21,1173,1.56,0,allow,0,0,264,17,Web institucional,Man-in-the-Middle
2019-08-10 00:00:00,177.168.165.200,Brasil,10.0.236.208,ICMP,3389,918,1.27,0,deny,0,1,689,509,Web institucional,Malware
2019-08-10 00:00:00,83.32.65.169,España,10.0.216.123,ICMP,21,1069,2.16,0,deny,0,0,124,716,Sistema de óptica,Phishing
2024-01-02 00:00:00,83.32.71.222,España,10.0.81.46,ICMP,3389,1390,1.95,1,allow,0,1,42,225,Sistema de óptica,Phishing
2021-11-16 00:00:00,168.243.247.189,El Salvador,10.0.44.225,ICMP,3389,679,2.02,0,allow,0,1,145,817,Sistema de óptica,DDoS
2020-10-13 00:00:00,177.154.142.29,Brasil,10.0.140.24,HTTP,80,208,0.83,0,alert,0,0,313,744,Formulario de denuncias,Phishing
2020-06-01 00:00:00,189.203.18.244,México,10.0.169.223,TCP,8080,244,0.88,0,allow,0,0,671,994,Formulario de denuncias,Phishing
2020-09-03 00:00:00,190.24.139.153,Colombia,10.0.80.71,TCP,21,1315,3.0,0,allow,0,0,278,145,Web institucional,Ransomware
2024-05-11 00:00:00,190.24.123.37,Colombia,10.0.250.250,HTTP,110,1028,3.17,0,allow,0,0,572,856,Formulario de denuncias,Ransomware
2019-05-14 00:00:00,168.243.8.49,El Salvador,10.0.112.123,ICMP,22,576,1.37,0,allow,0,0,421,755,Portal de constancias,SQL Injection
2023-03-24 00:00:00,168.243.143.47,El Salvador,10.0.114.219,TCP,8080,367,1.6,0,deny,0,0,569,6,Formulario de denuncias,SQL Injection
2020-04-26 00:00:00,34.10.57.41,Estados Unidos,10.0.13.254,ICMP,53,932,4.61,1,allow,0,0,586,4,Portal de constancias,Brute Force
2023-11-01 00:00:00,168.243.49.160,El Salvador,10.0.181.109,HTTPS,8080,150,0.4,0,alert,0,0,348,820,Portal de constancias,Phishing
2021-01-06 00:00:00,168.243.49.212,El Salvador,10.0.199.105,HTTPS,22,735,0.66,1,allow,0,1,131,622,Web institucional,Brute Force
2024-02-04 00:00:00,34.33.149.2,Estados Unidos,10.0.81.103,UDP,3306,379,0.43,0,allow,0,1,304,853,Web institucional,SQL Injection
2021-05-19 00:00:00,168.243.206.15,El Salvador,10.0.85.49,ICMP,8080,1240,5.72,0,allow,1,0,673,957,Sistema de óptica,Man-in-the-Middle
2020-12-17 00:00:00,83.32.52.17,España,10.0.194.228,ICMP,53,984,0.45,0,deny,0,0,170,959,Formulario de denuncias,Malware
2021-09-04 00:00:00,168.243.223.254,El Salvador,10.0.29.63,TCP,443,277,4.58,0,deny,0,1,180,123,Portal de constancias,Phishing
2021-08-13 00:00:00,168.243.134.239,El Salvador,10.0.230.238,HTTPS,21,1350,0.06,0,allow,0,1,277,452,Portal de constancias,Brute Force
2020-02-18 00:00:00,168.243.34.115,El Salvador,10.0.17.115,ICMP,21,541,0.31,0,allow,0,0,58,144,Web institucional,Phishing
2023-02-09 00:00:00,34.98.244.57,Estados Unidos,10.0.228.113,HTTPS,80,206,2.9,0,allow,0,0,346,197,Formulario de denuncias,Data Exfiltration
2024-05-15 00:00:00,177.124.7.75,Brasil,10.0.125.18,TCP,3306,153,1.79,0,deny,0,0,242,7,Sistema de óptica,DDoS
2021-09-27 00:00:00,177.149.218.153,Brasil,10.0.136.82,ICMP,3306,253,0.27,0,alert,0,0,287,81,Formulario de denuncias,Man-in-the-Middle
2021-10-05 00:00:00,168.243.37.179,El Salvador,10.0.81.107,HTTP,3389,1095,0.24,0,allow,0,0,626,51,Formulario de denuncias,Data Exfiltration
2021-11-15 00:00:00,168.243.103.54,El Salvador,10.0.171.51,HTTP,80,844,1.56,0,allow,0,0,668,688,Sistema de óptica,Man-in-the-Middle
2023-08-06 00:00:00,80.10.129.145,Francia,10.0.150.155,ICMP,110,855,0.27,0,allow,0,1,367,252,Portal de constancias,Ransomware
2021-01-30 00:00:00,189.203.108.214,México,10.0.102.16,UDP,53,571,1.98,1,deny,0,1,112,890,Formulario de denuncias,Ransomware
2022-11-12 00:00:00,168.243.81.147,El Salvador,10.0.51.121,ICMP,443,1471,0.39,0,allow,0,0,249,782,Portal de constancias,Man-in-the-Middle
2020-06-19 00:00:00,83.32.14.193,España,10.0.247.236,HTTPS,22,882,2.39,0,allow,0,0,695,538,Formulario de denuncias,Phishing
2022-05-02 00:00:00,189.203.226.172,México,10.0.219.79,ICMP,3389,163,2.98,0,deny,1,0,217,271,Portal de constancias,Phishing
2023-09-25 00:00:00,34.173.215.176,Estados Unidos,10.0.186.204,HTTP,3389,629,4.1,0,allow,1,1,85,832,Sistema de óptica,DDoS
2022-04-17 00:00:00,83.32.124.92,España,10.0.85.126,UDP,21,432,2.37,1,allow,0,0,75,920,Sistema de óptica,DDoS
2019-01-07 00:00:00,189.203.168.95,México,10.0.106.195,UDP,21,164,0.93,0,allow,0,1,413,465,Formulario de denuncias,DDoS
2019-01-14 00:00:00,168.243.6.48,El Salvador,10.0.173.59,ICMP,110,1321,1.81,1,allow,1,0,401,744,Web institucional,SQL Injection
2024-12-03 00:00:00,168.243.31.20,El Salvador,10.0.9.109,ICMP,110,1173,0.96,0,deny,0,0,507,638,Web institucional,Ransomware
2023-12-08 00:00:00,190.24.162.247,Colombia,10.0.16.92,UDP,22,1114,0.92,0,deny,0,0,281,728,Web institucional,SQL Injection
2024-07-21 00:00:00,189.203.16.157,México,10.0.123.70,HTTPS,21,1418,2.27,0,allow,0,0,500,602,Formulario de denuncias,Data Exfiltration
2024-05-17 00:00:00,80.10.172.59,Francia,10.0.230.60,ICMP,443,232,3.33,0,allow,0,0,22,352,Sistema de óptica,Data Exfiltration
2020-05-23 00:00:00,189.203.112.142,México,10.0.228.78,HTTP,110,984,0.01,0,allow,0,1,398,251,Sistema de óptica,Malware
2023-03-24 00:00:00,190.24.67.24,Colombia,10.0.78.42,UDP,3389,379,0.75,0,allow,0,1,455,626,Web institucional,Phishing
2023-06-14 00:00:00,168.243.55.121,El Salvador,10.0.221.52,HTTPS,110,172,1.89,0,alert,0,1,488,118,Web institucional,Ransomware
2023-10-31 00:00:00,190.24.184.101,Colombia,10.0.85.170,TCP,443,861,1.85,0,allow,0,0,238,97,Formulario de denuncias,Brute Force
2024-11-16 00:00:00,189.203.73.144,México,10.0.140.93,HTTP,80,188,1.02,0,allow,0,0,388,156,Formulario de denuncias,Data Exfiltration
2024-10-22 00:00:00,34.239.255.225,Estados Unidos,10.0.111.174,UDP,22,1460,1.34,0,allow,0,0,596,845,Sistema de óptica,Brute Force
2020-06-11 00:00:00,189.203.39.37,México,10.0.109.156,ICMP,22,1131,5.77,1,allow,0,0,165,43,Web institucional,Brute Force
2022-05-29 00:00:00,83.32.185.73,España,10.0.129.241,HTTP,53,560,1.16,0,allow,0,0,563,999,Sistema de óptica,SQL Injection
2023-07-20 00:00:00,83.32.53.43,España,10.0.248.110,HTTPS,22,1082,7.82,0,allow,0,0,556,830,Formulario de denuncias,SQL Injection
2022-07-28 00:00:00,168.243.196.164,El Salvador,10.0.91.245,UDP,21,471,0.04,0,allow,0,0,356,292,Formulario de denuncias,Man-in-the-Middle
2020-07-22 00:00:00,168.243.253.93,El Salvador,10.0.208.109,HTTP,25,1101,0.46,0,allow,0,1,607,924,Formulario de denuncias,SQL Injection
2020-02-26 00:00:00,34.153.127.245,Estados Unidos,10.0.199.209,ICMP,53,131,0.57,0,deny,0,1,671,337,Sistema de óptica,Malware
2019-02-16 00:00:00,80.10.154.152,Francia,10.0.133.168,HTTP,53,167,0.67,0,allow,0,0,319,707,Portal de constancias,Phishing
2024-10-14 00:00:00,168.243.167.220,El Salvador,10.0.237.243,HTTP,22,982,0.65,0,deny,0,0,15,839,Portal de constancias,Brute Force
2020-01-03 00:00:00,190.24.82.228,Colombia,10.0.212.175,TCP,8080,651,1.62,0,deny,0,0,544,224,Portal de constancias,DDoS
2023-10-06 00:00:00,80.10.32.23,Francia,10.0.240.137,HTTPS,53,416,3.13,0,allow,0,0,12,215,Formulario de denuncias,Brute Force
2024-08-13 00:00:00,177.113.180.172,Brasil,10.0.187.245,UDP,22,265,3.86,0,deny,0,0,496,558,Portal de constancias,Data Exfiltration
2024-05-29 00:00:00,83.32.21.163,España,10.0.190.159,HTTP,8080,1216,2.51,1,allow,1,1,287,408,Formulario de denuncias,Phishing
2021-01-24 00:00:00,177.66.249.5,Brasil,10.0.214.87,HTTP,21,262,3.19,0,allow,0,0,55,10,Sistema de óptica,DDoS
2022-08-02 00:00:00,168.243.144.82,El Salvador,10.0.41.223,HTTPS,110,1008,1.41,1,deny,0,0,111,724,Formulario de denuncias,Brute Force
2024-01-07 00:00:00,177.78.238.143,Brasil,10.0.146.198,ICMP,3389,1046,0.69,0,deny,0,0,449,923,Sistema de óptica,DDoS
2021-09-20 00:00:00,177.168.170.213,Brasil,10.0.154.20,ICMP,110,298,1.21,0,allow,1,1,269,295,Sistema de óptica,SQL Injection
2022-07-07 00:00:00,34.92.30.9,Estados Unidos,10.0.5.173,TCP,22,64,0.69,0,allow,0,0,291,258,Formulario de denuncias,Ransomware
2022-07-28 00:00:00,168.243.84.82,El Salvador,10.0.1.36,UDP,22,890,2.43,0,alert,0,0,493,170,Sistema de óptica,Data Exfiltration
2024-10-12 00:00:00,168.243.114.100,El Salvador,10.0.160.81,TCP,21,382,0.66,0,deny,0,1,12,109,Portal de constancias,Brute Force
2021-09-19 00:00:00,168.243.251.101,El Salvador,10.0.166.97,HTTP,443,787,2.07,0,allow,0,0,699,787,Portal de constancias,Phishing
2023-12-19 00:00:00,168.243.152.140,El Salvador,10.0.219.204,TCP,25,580,0.13,0,allow,0,0,56,748,Web institucional,SQL Injection
2019-08-19 00:00:00,190.24.84.222,Colombia,10.0.144.22,HTTPS,80,271,3.63,0,deny,0,0,697,872,Web institucional,Malware
2022-02-19 00:00:00,83.32.174.64,España,10.0.141.143,TCP,3306,431,2.17,0,deny,0,1,488,662,Sistema de óptica,Phishing
2019-04-25 00:00:00,189.203.171.194,México,10.0.122.73,UDP,3306,258,1.63,0,allow,0,0,565,207,Portal de constancias,Ransomware
2019-06-22 00:00:00,168.243.157.222,El Salvador,10.0.180.91,UDP,443,563,3.22,0,allow,0,0,377,798,Web institucional,SQL Injection
2023-12-06 00:00:00,34.80.43.214,Estados Unidos,10.0.130.215,HTTPS,443,934,0.52,1,allow,0,0,142,717,Sistema de óptica,DDoS
2024-03-15 00:00:00,34.171.9.60,Estados Unidos,10.0.88.175,TCP,443,1228,1.49,0,alert,0,0,634,230,Formulario de denuncias,Man-in-the-Middle
2023-12-10 00:00:00,177.206.125.172,Brasil,10.0.218.61,TCP,21,1198,1.77,1,allow,0,0,113,406,Formulario de denuncias,Malware
2019-08-09 00:00:00,168.243.242.69,El Salvador,10.0.13.198,HTTPS,3306,210,2.84,0,deny,0,1,400,317,Formulario de denuncias,Phishing
2024-09-21 00:00:00,83.32.39.27,España,10.0.58.136,ICMP,53,755,1.65,0,alert,0,0,106,150,Web institucional,Phishing
2019-07-22 00:00:00,80.10.21.84,Francia,10.0.220.12,UDP,8080,754,3.69,1,alert,1,0,264,831,Web institucional,SQL Injection
2020-02-05 00:00:00,83.32.2.234,España,10.0.148.145,UDP,443,360,0.11,0,deny,0,1,164,973,Web institucional,Data Exfiltration
2024-02-18 00:00:00,189.203.248.108,México,10.0.252.29,UDP,22,755,4.84,0,deny,0,0,521,843,Web institucional,Ransomware
2021-04-22 00:00:00,189.203.143.113,México,10.0.138.196,UDP,80,1393,0.72,0,deny,0,0,485,325,Web institucional,Data Exfiltration
2021-11-25 00:00:00,189.203.33.180,México,10.0.251.246,HTTP,443,1210,2.57,1,allow,0,0,273,129,Formulario de denuncias,Malware
2022-06-05 00:00:00,168.243.102.112,El Salvador,10.0.160.148,TCP,22,363,0.87,0,deny,0,0,134,868,Sistema de óptica,Ransomware
2020-03-12 00:00:00,34.23.236.14,Estados Unidos,10.0.44.30,HTTP,25,704,1.64,0,deny,0,0,557,566,Formulario de denuncias,Malware
2022-01-31 00:00:00,34.12.206.53,Estados Unidos,10.0.125.58,UDP,22,1425,0.94,0,allow,0,0,96,224,Formulario de denuncias,Phishing
2023-01-13 00:00:00,34.18.118.154,Estados Unidos,10.0.122.168,TCP,25,217,3.62,1,deny,0,0,601,206,Portal de constancias,Phishing
2022-09-17 00:00:00,168.243.117.120,El Salvador,10.0.117.226,HTTP,21,113,3.03,1,deny,0,1,528,71,Sistema de óptica,DDoS
2019-08-02 00:00:00,34.123.252.191,Estados Unidos,10.0.52.45,TCP,3306,683,0.81,0,alert,0,1,303,742,Sistema de óptica,Malware
2020-10-07 00:00:00,168.243.139.159,El Salvador,10.0.218.210,HTTPS,21,520,1.65,0,allow,0,0,652,192,Sistema de óptica,Data Exfiltration
2021-02-04 00:00:00,168.243.31.78,El Salvador,10.0.76.57,UDP,80,717,1.49,1,allow,0,0,41,659,Sistema de óptica,DDoS
2024-02-21 00:00:00,80.10.239.145,Francia,10.0.141.3,UDP,110,1065,3.16,1,allow,0,1,400,526,Portal de constancias,Man-in-the-Middle
2020-11-04 00:00:00,168.243.142.27,El Salvador,10.0.188.116,TCP,53,476,1.23,0,allow,0,0,299,368,Formulario de denuncias,SQL Injection
2020-03-09 00:00:00,34.88.130.237,Estados Unidos,10.0.68.49,TCP,25,449,2.84,0,deny,0,0,640,95,Portal de constancias,DDoS
2021-07-31 00:00:00,190.24.170.226,Colombia,10.0.216.83,ICMP,8080,673,0.52,0,deny,0,0,695,697,Web institucional,Malware
2021-03-13 00:00:00,34.11.113.6,Estados Unidos,10.0.5.171,TCP,8080,1419,0.35,0,deny,0,0,374,575,Formulario de denuncias,Malware
2021-12-18 00:00:00,34.153.106.14,Estados Unidos,10.0.127.88,HTTP,3306,1070,0.5,0,allow,1,1,500,7,Web institucional,Man-in-the-Middle
2019-05-03 00:00:00,177.134.174.228,Brasil,10.0.16.87,HTTPS,80,450,1.69,0,deny,0,0,338,947,Portal de constancias,Man-in-the-Middle
2024-09-04 00:00:00,168.243.158.253,El Salvador,10.0.151.194,ICMP,3306,404,1.56,0,deny,0,0,613,937,Sistema de óptica,Man-in-the-Middle
2023-07-26 00:00:00,190.24.147.130,Colombia,10.0.148.11,UDP,110,94,3.11,0,deny,0,0,361,616,Formulario de denuncias,Brute Force
2022-02-27 00:00:00,34.178.134.78,Estados Unidos,10.0.211.169,HTTPS,53,651,0.57,1,deny,0,1,300,764,Formulario de denuncias,DDoS
2021-03-08 00:00:00,34.120.20.37,Estados Unidos,10.0.147.200,HTTP,21,75,0.17,0,allow,0,1,289,968,Formulario de denuncias,SQL Injection
2019-08-01 00:00:00,177.143.83.54,Brasil,10.0.58.222,UDP,25,575,0.15,0,deny,0,0,221,384,Portal de constancias,SQL Injection
2023-12-18 00:00:00,168.243.115.28,El Salvador,10.0.20.63,ICMP,25,1407,0.6,1,allow,0,0,225,252,Formulario de denuncias,Man-in-the-Middle
2019-08-11 00:00:00,168.243.248.4,El Salvador,10.0.223.38,UDP,3389,971,0.15,0,allow,0,0,368,999,Web institucional,Ransomware
2020-06-25 00:00:00,80.10.216.57,Francia,10.0.244.19,UDP,443,222,2.59,0,allow,0,1,141,392,Formulario de denuncias,Phishing
2021-07-20 00:00:00,189.203.12.196,México,10.0.237.143,ICMP,22,1407,0.21,0,allow,0,1,456,257,Formulario de denuncias,SQL Injection
2024-07-14 00:00:00,168.243.84.202,El Salvador,10.0.58.21,HTTPS,110,1303,1.09,0,allow,0,1,591,572,Web institucional,Man-in-the-Middle
2022-11-04 00:00:00,168.243.45.219,El Salvador,10.0.246.58,ICMP,21,821,0.17,0,alert,0,0,397,463,Formulario de denuncias,Brute Force
2022-04-30 00:00:00,168.243.22.16,El Salvador,10.0.224.46,UDP,443,884,0.02,0,deny,0,0,440,979,Web institucional,Brute Force
2021-11-08 00:00:00,168.243.219.196,El Salvador,10.0.156.168,HTTP,80,1375,1.83,0,deny,0,1,79,115,Formulario de denuncias,DDoS
2019-12-01 00:00:00,168.243.198.127,El Salvador,10.0.142.237,HTTP,110,331,0.74,0,deny,0,0,473,320,Web institucional,Brute Force
2022-10-20 00:00:00,190.24.24.176,Colombia,10.0.192.252,UDP,110,1353,0.47,0,deny,0,1,605,39,Formulario de denuncias,Data Exfiltration
2024-02-02 00:00:00,83.32.253.234,España,10.0.177.193,UDP,110,1488,1.27,1,allow,0,1,214,121,Sistema de óptica,Malware
2022-07-22 00:00:00,168.243.17.194,El Salvador,10.0.176.38,HTTP,8080,1145,3.0,1,allow,0,0,512,787,Formulario de denuncias,Ransomware
2019-02-27 00:00:00,34.133.144.233,Estados Unidos,10.0.226.1,ICMP,80,893,1.27,0,allow,0,0,445,89,Formulario de denuncias,Malware
2022-05-02 00:00:00,177.177.116.67,Brasil,10.0.147.182,HTTPS,53,1097,2.36,0,deny,0,0,210,601,Formulario de denuncias,Brute Force
2021-08-13 00:00:00,168.243.232.251,El Salvador,10.0.40.164,HTTPS,53,131,4.74,0,allow,0,0,463,342,Sistema de óptica,Malware
2019-01-01 00:00:00,189.203.18.88,México,10.0.46.203,ICMP,3389,1345,3.31,0,allow,0,0,350,373,Portal de constancias,Phishing
2020-07-22 00:00:00,177.216.209.167,Brasil,10.0.132.180,ICMP,8080,784,0.93,0,alert,0,0,26,715,Web institucional,SQL Injection
2020-05-20 00:00:00,177.118.110.63,Brasil,10.0.49.58,UDP,8080,165,2.47,0,allow,0,0,376,321,Web institucional,Data Exfiltration
2021-02-09 00:00:00,190.24.38.204,Colombia,10.0.95.218,HTTP,53,372,1.37,0,deny,0,0,656,293,Formulario de denuncias,Man-in-the-Middle
2021-11-19 00:00:00,190.24.193.92,Colombia,10.0.61.113,TCP,21,739,2.01,0,allow,0,1,35,343,Sistema de óptica,Malware
2021-05-29 00:00:00,168.243.113.155,El Salvador,10.0.161.6,HTTP,3306,1087,0.15,0,alert,0,0,365,160,Formulario de denuncias,Phishing
2021-09-12 00:00:00,83.32.217.239,España,10.0.181.103,TCP,25,862,1.78,0,allow,0,0,26,382,Web institucional,Malware
2023-09-10 00:00:00,190.24.198.228,Colombia,10.0.70.148,HTTPS,443,420,0.6,0,allow,1,1,178,569,Formulario de denuncias,Phishing
2024-02-27 00:00:00,189.203.35.149,México,10.0.161.39,HTTP,3306,177,1.95,0,allow,0,0,625,850,Formulario de denuncias,Data Exfiltration
2019-12-13 00:00:00,34.97.19.43,Estados Unidos,10.0.79.254,UDP,443,60,0.81,0,deny,0,0,675,716,Sistema de óptica,SQL Injection
2024-06-06 00:00:00,83.32.124.157,España,10.0.34.234,TCP,110,424,0.13,1,deny,0,0,605,57,Sistema de óptica,Data Exfiltration
2020-04-22 00:00:00,190.24.95.212,Colombia,10.0.96.107,HTTPS,8080,981,2.05,0,deny,1,0,80,2,Formulario de denuncias,SQL Injection
2019-12-15 00:00:00,34.99.94.200,Estados Unidos,10.0.103.166,HTTP,53,932,2.14,1,allow,1,0,40,703,Formulario de denuncias,SQL Injection
2021-06-25 00:00:00,168.243.109.187,El Salvador,10.0.115.174,UDP,80,1374,1.12,0,allow,0,1,10,486,Formulario de denuncias,Phishing
2023-01-26 00:00:00,168.243.252.212,El Salvador,10.0.18.72,HTTPS,3389,468,1.03,0,alert,0,0,285,583,Sistema de óptica,Ransomware
2023-07-05 00:00:00,189.203.178.27,México,10.0.106.94,HTTP,3306,646,0.02,1,deny,0,0,89,467,Formulario de denuncias,SQL Injection
2019-03-03 00:00:00,189.203.81.12,México,10.0.36.160,HTTPS,22,318,2.64,0,allow,0,1,586,250,Sistema de óptica,DDoS
2024-07-31 00:00:00,34.123.78.10,Estados Unidos,10.0.73.60,HTTPS,80,981,3.24,0,allow,0,1,694,560,Formulario de denuncias,Phishing
2019-05-03 00:00:00,168.243.130.134,El Salvador,10.0.124.148,ICMP,443,1403,3.7,0,deny,0,0,394,294,Web institucional,Brute Force
2024-01-15 00:00:00,189.203.155.27,México,10.0.226.24,ICMP,3306,1145,0.3,0,alert,0,1,364,45,Sistema de óptica,Brute Force
2021-04-20 00:00:00,190.24.228.114,Colombia,10.0.226.179,HTTP,443,444,11.39,1,allow,0,0,130,533,Web institucional,Ransomware
2022-01-23 00:00:00,34.180.1.71,Estados Unidos,10.0.67.223,HTTP,25,1025,1.09,0,allow,1,0,64,523,Web institucional,Data Exfiltration
2023-03-29 00:00:00,168.243.6.162,El Salvador,10.0.224.126,ICMP,8080,266,3.29,0,deny,0,0,679,952,Formulario de denuncias,Data Exfiltration
2020-04-13 00:00:00,168.243.203.143,El Salvador,10.0.16.16,HTTPS,3389,394,0.05,0,allow,0,0,131,576,Formulario de denuncias,SQL Injection
2021-04-13 00:00:00,34.49.65.237,Estados Unidos,10.0.17.208,UDP,21,776,0.75,0,allow,0,0,699,748,Sistema de óptica,Man-in-the-Middle
2022-09-04 00:00:00,177.197.35.83,Brasil,10.0.244.178,UDP,3306,176,0.6,0,allow,0,1,171,870,Sistema de óptica,Data Exfiltration
2023-03-05 00:00:00,168.243.107.209,El Salvador,10.0.182.48,UDP,3306,847,1.2,1,deny,1,1,42,207,Portal de constancias,DDoS
2024-04-24 00:00:00,34.96.172.240,Estados Unidos,10.0.237.9,TCP,443,393,10.78,1,alert,0,0,344,898,Portal de constancias,Malware
2020-08-12 00:00:00,168.243.231.211,El Salvador,10.0.124.50,HTTPS,25,1460,2.28,0,allow,0,0,405,500,Sistema de óptica,SQL Injection
2022-12-05 00:00:00,80.10.119.185,Francia,10.0.153.73,ICMP,25,813,5.79,0,allow,0,0,370,466,Portal de constancias,Ransomware
2022-03-31 00:00:00,168.243.45.49,El Salvador,10.0.47.31,UDP,3306,980,0.04,1,allow,0,0,77,792,Formulario de denuncias,SQL Injection
2020-04-22 00:00:00,189.203.39.29,México,10.0.67.237,TCP,8080,753,1.75,0,allow,0,1,612,536,Web institucional,Ransomware
2024-03-26 00:00:00,34.40.62.135,Estados Unidos,10.0.248.204,ICMP,21,468,0.12,0,allow,0,0,632,312,Sistema de óptica,Data Exfiltration
2020-05-02 00:00:00,189.203.107.240,México,10.0.8.99,UDP,21,67,0.51,0,allow,0,1,268,805,Formulario de denuncias,SQL Injection
